Store,Location,Span,Rate,Time,Review,Application Name
Matters Of My Mind,New Zealand,9 months using the app,5,"January 8, 2023","I have just installed this app and created my first two sliders, and I'm extremely happy with how well it's going.  I was holding my breath for a while, expecting limitations or the need for another paid app to pop up and spoil everything, but this hasn't happened.  Well done Reputon!",Reputon Testimonials
Amitha Fashions,United States,8 months using the app,5,"June 29, 2022",It is useful app for POS applications. Many apps exist for online but not many for POS system. Like it,Reputon Testimonials
angegraciela,United States,8 months using the app,5,"March 11, 2023",Easy to use great app. I like how you can set up how the testimonials are displayed on your website. I would recommend this app.,Reputon Testimonials
Graphic Tees & Co.,United States,8 months using the app,5,"October 4, 2022","Solid app, just having issues figuring out how to link my testimonials to the submitted testimonials by my customers!",Reputon Testimonials
Alise Body Care,United States,7 months using the app,5,"September 25, 2023","This app is meeting our needs for capturing leads and the best part, updating the slider we have embedded in our website.  They include this with the free plan and for us small businesses that are just at the beginning stages of gathering reviews, it's a nice feature to have - again, on the FREE plan.  Thank you!",Reputon Testimonials
GamesTumble,United States,7 months using the app,5,"April 5, 2022",I used this app to help me do a custom slider testimonial. So easy to use and easy to install. Thank You!,Reputon Testimonials
Glow up,United States,7 months using the app,5,"May 31, 2022","I simply love this app, i will recommend you guys. however i am still learning about this app. try this app.",Reputon Testimonials
My Store,Spain,7 days using the app,5,"December 18, 2023",muy útil,Reputon Testimonials
Wikuk,Mexico,7 months using the app,5,"June 27, 2023","Easy to use and just what I needed. I am hoping to receive help in order to change the 
colors & fonts since I have no idea how to use CSS code.",Reputon Testimonials
Antilop,United States,7 months using the app,5,"March 1, 2023",Nice app with a lot of possibilities. I am fully new in this business but it is very easy to configure.,Reputon Testimonials
MonsterCable,Hong Kong SAR,7 months using the app,5,"Edited June 16, 2022","Great review App and support is great, immediately solved a few problems for us right away. Thank you!",Reputon Testimonials
Coolladen,Hong Kong SAR,7 months using the app,5,"June 23, 2022","This App Software is awesome. Was easy to learn and I haven't any Problems yet using it. They are extremely easy to use,",Reputon Testimonials
Belle's Designs and Gifts,United Kingdom,6 months using the app,5,"July 18, 2021","Great app! All set up within 5 minutes! Super easy to use and navigate, very happy & would recommend to anyone :)",Reputon Testimonials
Corleone Collection,New Zealand,6 months using the app,5,"August 31, 2021",i recently installed the app to display testimonials. simple setup. good looks. does not slow down my website.,Reputon Testimonials
Ethclo,France,6 months using the app,5,"August 21, 2023",top ! Installation facile et vraiment pratique sur le site internet. Le carousel d'avis est vraiment un plus sur le site internet,Reputon Testimonials
urbanfurnishing,India,6 months using the app,5,"February 17, 2022",I liked the design and flexibility of the testimonials. Good one with the easy editing options for the testimonials.,Reputon Testimonials
Backpack Citi Store 2023,United States,6 months using the app,5,"March 8, 2023","good app to use and i really recomend them they are the best app to use 
thanks gkykughuiuhioijiojuoijl;kjoio",Reputon Testimonials
modafatshion,Spain,5 months using the app,5,"March 25, 2022","Maravillosa Aplicacion, facil de usar, comoda y da mas confianza a nuestros compradores, 100% recomendada",Reputon Testimonials
Meshele Boutique,United States,5 months using the app,5,"January 19, 2023",I love this app it was very easy to use and made creating my website a breeze. I would recommend it to anyone.,Reputon Testimonials
Afia Candle Co,United States,5 months using the app,5,"March 12, 2023",So far so good. I haven't had any issues. The app was easy to install and add to my website. It took a minute to figure it out.,Reputon Testimonials
MER SKINCARE,Belgium,5 months using the app,5,"February 21, 2023","The best and eye pleasing slider review plugin at this moment.
I am currently using the free version but might upgrade in the future",Reputon Testimonials
baby sleep,India,5 months using the app,5,"November 25, 2022","Good application! I realy like this, but I have a problem - the image is not displayed completely in fullscreen, but is displayed completely on the phone. How to fix it? Layout: Customer Stores",Reputon Testimonials
Mayfair Boutique,Italy,5 months using the app,5,"September 17, 2023",bella,Reputon Testimonials
Lacelux Beauty Boutique,United States,5 months using the app,5,"February 28, 2022",I like how easy it was to add widgets but I did get confused on how I was adding the widgets to the webpage,Reputon Testimonials
Drip Hacks Canada,Canada,5 months using the app,5,"October 18, 2023",nice,Reputon Testimonials
CurlsCrave,Italy,5 months using the app,5,"Edited September 4, 2022","Very good support, thanks a lot for fixing the issue as fast as possible. Also a good app to i crease conversion rate",Reputon Testimonials
Nola Bouza Art Studio,Uruguay,16 minutes using the app,5,"March 16, 2024",instalacion super rapida y facil! gracias Reputon!,Reputon Testimonials
Mountain Mist Equity Clothing,United States,4 months using the app,5,"November 10, 2022",I really liked how easy it was to navigate and operate. I could easily use the interface from my Shopify home and take a look at what I wanted right on my website landing page.,Reputon Testimonials
www.trendingbestsellers.com,United States,4 months using the app,5,"April 29, 2022",Your app is simply awesome. This is what i was looking for all years. i finally got it. great work guys.,Reputon Testimonials
toyscardsnbikes.com,Canada,4 months using the app,5,"July 31, 2022","once i figured it out, its great! Just follow the demo and instructions posted by reputon ... Okay, gotta get out of here now.",Reputon Testimonials
TuneSyncCo,Malaysia,4 months using the app,5,"June 14, 2023","""When I first saw the reputon testimonials, I thought it'd be a waste of money. However after 5 months of usage, it is anything but useless! It's one of the best apps on the market.""",Reputon Testimonials
Dandy Pantry,United States,4 months using the app,5,"November 1, 2022",Easy to understand and use. I was able to get through it in about 10 minutes! No need to request help!,Reputon Testimonials
Goyal's,India,4 months using the app,5,"February 4, 2023","i dont know anything about this app, just have to use, since they are asking me to type anything so ai am typing this",Reputon Testimonials
NoShadows,Austria,4 months using the app,5,"January 31, 2023","Dieses Produkt versteht jeder, nicht nur ich, obwohl ich zugegebenermaßen sehr hyperintelligent bin und nicht für jeden sprechen sollte",Reputon Testimonials
Cocean,France,4 months using the app,5,"October 17, 2023",very nice,Reputon Testimonials
emart99,India,4 months using the app,5,"August 7, 2023",,Reputon Testimonials
Kudldeutschland.de,Germany,4 months using the app,5,"October 11, 2023","Sehr gute Qualität, kann es nur weiter empfehlen. PS. Es kam in 2 Tagen an :)",Reputon Testimonials
Simos earrings,South Africa,3 months using the app,5,"January 11, 2022",I love this app it is super user friendly and easy to use. I can recommend this app to all who wants to create testimonials on the site,Reputon Testimonials
Konvenient,Netherlands,3 months using the app,5,"January 12, 2022",Perfect app for testimonials. Used it for testimonials on the main page. Nice design and enough options. Only used the free plan.,Reputon Testimonials
