Store,Location,Span,Rate,Time,Review,Application Name
inkatees,Australia,1 day using the app,5,"September 6, 2022",Inka Tees tops are good quality and worth for the money we pay. Also they have new designs every week to choose from.,Reputon Customer Reviews App
mckenzieandsage,Australia,18 days using the app,4,"September 23, 2022","Great app! had a few issues to start with, but seemed to have worked out in the end, but overall great app, thanks heaps.",Reputon Customer Reviews App
VantageStore,Brazil,18 days using the app,4,"March 23, 2022","hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh",Reputon Customer Reviews App
Elaan,Malaysia,About 23 hours using the app,5,"March 16, 2022",it works well on my shopify store! it will help to build credibility to those who read it. lalalove it,Reputon Customer Reviews App
VOX77 STORE,Brazil,About 17 hours using the app,5,"Edited June 12, 2023","Site confiável, fiz minha compra com facilidade. Recomendo e já até ganhei cupom de desconto p prox compra. top, top top.",Reputon Customer Reviews App
Dr. do Mato,Brazil,About 16 hours using the app,5,"July 21, 2022",Usei esse app para me ajudar a colocar avaliações dos clientes na minha loja. Ótimo app! Recomendo muito!,Reputon Customer Reviews App
Hair du temps,France,17 days using the app,1,"November 21, 2023","Vraiment très déçu, ils m'ont fait payer deux fois, personne au support et l'application n'apparait même pas sur mon site !!",Reputon Customer Reviews App
saltcitycactus,United States,About 12 hours using the app,5,"September 9, 2023",thx,Reputon Customer Reviews App
Sneakers Online,Mexico,16 minutes using the app,5,"February 8, 2024",Facil instalación,Reputon Customer Reviews App
Vitality Verse,United States,About 6 hours using the app,5,"August 27, 2023",This is really great although you will have to purchase some plans to have more testimonial reviews but I will love to recommend them because they are really awesome.,Reputon Customer Reviews App
CushionCraft Upholstery & Pillows,United States,5 minutes using the app,5,"March 21, 2024",hi,Reputon Customer Reviews App
CBD Tenerife,Spain,About 4 hours using the app,5,"October 21, 2023",super app gracias,Reputon Customer Reviews App
Sleepy House Lion,Canada,2 days using the app,4,"May 3, 2022",Simple app. All I wanted was a customer testimonial slider and it provides it. I wish they would allow for more customization.,Reputon Customer Reviews App
Spicy Little Things,United States,2 days using the app,4,"October 31, 2023",good,Reputon Customer Reviews App
Flyhouse,Germany,About 3 hours using the app,5,"October 11, 2023",Хз,Reputon Customer Reviews App
BabyAtoZShop,United States,About 2 hours using the app,5,"September 19, 2023",Easy to install,Reputon Customer Reviews App
My Store,India,About 2 hours using the app,5,"June 23, 2023",amazing app. love the free features. thank you for providing such a nice app. it will increase our store credibility,Reputon Customer Reviews App
BoxMeo,Germany,1 day using the app,4,"March 7, 2022",I used this app to do my testimonials without having to code. Worked perfectly fine. Would always recommend it.,Reputon Customer Reviews App
Dr. Dave's Primal Essence,United States,About 24 hours using the app,4,"September 20, 2023",The app works well.  I wish there options to modify what your customers see when they are asked to write a review.  I would like the option to modify the template (e.g. remove the request for pictures).  Otherwise I am happy with the app.,Reputon Customer Reviews App
Gobsmack Comics,United Kingdom,About 19 hours using the app,4,"September 24, 2022",So far I really like it and the pricing structure seems reasonable. I also think I will get more out of it as time moves forward.,Reputon Customer Reviews App
US Ophthalmic,United States,About 1 hour using the app,5,"August 1, 2022","I loved. Easy to install, to customize. The Free version is very good, and I imagine that the paid one too.",Reputon Customer Reviews App
Nubian D'vaz,Trinidad & Tobago,41 minutes using the app,5,"March 31, 2023","I recently downloaded and used this shopping app and I have to say, my experience was fantastic. From the moment I opened the app, I could tell that a lot of thought and effort had gone into designing it for a seamless user experience.",Reputon Customer Reviews App
au.sell store,Australia,36 minutes using the app,5,"February 19, 2022",yes it did grueihjkadfsvhweruisdjkvewhsuibjfkwehuibsjdkvbceruwijskfberwlosufjkvb weusifjkcbweusofijkbwekuisjfberuwibew,Reputon Customer Reviews App
Keelin Design,Belgium,35 minutes using the app,5,"July 19, 2022",Great app! It works perfectly (I'm using a 4.0.1 theme) and it looks great on my website. There are many options regarding design and it's easy to set up. I love it!,Reputon Customer Reviews App
Zibov,United States,31 minutes using the app,5,"March 10, 2022","First time using this app, and it looks OK so far. Adds reliability to your store. Perfect for any ecommerce websites.",Reputon Customer Reviews App
Klockeriet.se,Sweden,31 minutes using the app,5,"November 5, 2022",Great app! I just installed it and will give it a try. Trustpilots own widget app isnt very good so I wanted to try this one,Reputon Customer Reviews App
Glory's Couture,United States,28 minutes using the app,5,"June 13, 2022",I used this app to help set up customer reviews. Very easy to do! I can't wait to share with other owners.,Reputon Customer Reviews App
Stafford Green Mobile Homes,United States,27 minutes using the app,5,"April 17, 2023",easy and quick. I would recommend to others. I am excited about the paid version too. I am currently on the free version but will be upgrading.,Reputon Customer Reviews App
My Store,France,26 minutes using the app,5,"May 6, 2023","J'ai utilisé l'application pour créer une section de témoignages pour mon site Shopify, et je suis très satisfait des résultats. L'application est facile à utiliser et offre une variété d'options de personnalisation pour adapter le slider à l'apparence de mon site. J'aime particulièrement la fonctionnalité d'ajouter des photos de mes clients avec leurs témoignages. La version gratuite offre des fonctionnalités de base, mais la version payante offre plus d'options pour ceux qui ont besoin de fonctionnalités avancées. Dans l'ensemble, je recommande cette application à toute personne qui cherche à ajouter une section de témoignages professionnelle et attrayante à son site Shopify.",Reputon Customer Reviews App
Shoparlo,Israel,23 minutes using the app,5,"December 16, 2022","i wanted this app and it helped me alot , but i took time to update it and make it as live on my website!!! good app btw",Reputon Customer Reviews App
Bellísima makeup,Venezuela,17 minutes using the app,5,"October 3, 2023",excelente me encanta esta aplicacion la recomiendo siempre,Reputon Customer Reviews App
DIYARTLAND,China,17 minutes using the app,5,"September 10, 2023",very good,Reputon Customer Reviews App
Open Cut Off-Grid,Australia,12 minutes using the app,5,"October 4, 2022","great app thankyou very much, looking forward to getting our first reviews so we can showcase them on our new site",Reputon Customer Reviews App
MANBOY MAFIA,United States,10 minutes using the app,5,"September 24, 2022",this is nice and easy deff check it out if you wanna get started getting some reviews it does what you need it to do,Reputon Customer Reviews App
